user_id,text_id,text,timestamp,collection_phase,is_words,valence,arousal,state_change_valence,state_change_arousal,feelings,feelings_text
2,43,"Studious , Relaxed , Focused , Hungry , Attentive",2022-02-17 20:01:03,2,True,2.0,0.0,-4.0,0.0,"['Studious', 'Relaxed', 'Focused', 'Hungry', 'Attentive']","The person feels relaxed and content, their mind is calm yet sharply attentive and focused—showing a healthy mix of low and moderate arousal. Their studious nature and sense of attentiveness add a positive, productive tone, while the lingering feeling of hunger introduces a slight tension. Overall, they maintain a pleasant, engaged state with just a touch of restlessness."
2,44,"Tired , Comfy , Awake , Chilly , Relaxed",2022-02-18 10:16:46,2,True,-2.0,0.0,4.0,0.0,"['Tired', 'Comfy', 'Awake', 'Chilly', 'Relaxed']","They feel relaxed, comfortable, and at ease, yet there is a lingering sense of fatigue and a slight chill that tempers the overall calmness.  
The overall mood is pleasant and low‑arousal, with a blend of contentment, gentle tiredness, and a touch of cool discomfort."
2,45,"Relaxed , Productive , Calm , Comfy , Content",2022-02-18 20:07:53,2,True,2.0,0.0,0.0,0.0,"['Relaxed', 'Productive', 'Calm', 'Comfy', 'Content']","The person feels pleasantly relaxed and at ease, enjoying a calm and comfortable mood while staying productive. Their emotional state is overall positive and soothing, with a gentle sense of satisfaction and a low level of arousal."
2,46,"Sleepy , Awake , Rested , Relaxed , Comfy",2022-02-19 12:49:41,2,True,2.0,0.0,0.0,0.0,"['Sleepy', 'Awake', 'Rested', 'Relaxed', 'Comfy']","They feel comfortably relaxed and content, wrapped in a sense of restfulness that brings positive, low‑energy comfort. Yet a hint of sleepiness contrasts with an underlying wakeful alertness, giving the overall mood a mixed, moderate arousal tone."
2,47,"Busy , Productive , Content , Relaxed , Waiting",2022-02-19 15:05:34,2,True,2.0,0.0,0.0,0.0,"['Busy', 'Productive', 'Content', 'Relaxed', 'Waiting']","They feel upbeat and content, buoyed by a sense of productivity and relaxation. Yet the busyness and the anticipation of waiting keep them somewhat on edge, giving a moderate level of arousal."
2,48,"Relaxed , Content , Calm , Comfy , Hungry",2022-02-19 20:03:29,2,True,2.0,0.0,0.0,0.0,"['Relaxed', 'Content', 'Calm', 'Comfy', 'Hungry']","The person is in a pleasantly low‑energy state, feeling relaxed, content, calm, and comfortably at ease. Their appetite is the only minor tension, introducing a slight, mild urgency to the otherwise serene mood. Overall, they experience a positive, soothing emotional balance with a touch of restlessness from hunger."
2,26,"Refreshed , Clean , Comfy , Relaxed , Content",2022-02-20 20:02:31,2,True,2.0,0.0,0.0,0.0,"['Refreshed', 'Clean', 'Comfy', 'Relaxed', 'Content']","The person feels a high‑valence mood, enjoying the sense of being refreshed, clean, and comfortably at ease. Their emotional arousal is low, reflected in the relaxed, content state that feels calm and satisfied. Overall, the person experiences a peaceful, upbeat tone with very little tension or excitement."
2,27,"Relaxed , Content , Comfy , Calm , Hungry",2022-02-21 17:00:05,2,True,2.0,0.0,-1.0,0.0,"['Relaxed', 'Content', 'Comfy', 'Calm', 'Hungry']","The individual feels very relaxed and at ease, content with their surroundings, and overall very calm and comfortable. A subtle sense of hunger, however, introduces a mild tension that nudges them toward action without raising anxiety or frustration."
2,28,"Comfy , Awake , Relaxed , Hungry , Content",2022-02-21 20:34:57,2,True,1.0,0.0,1.0,0.0,"['Comfy', 'Awake', 'Relaxed', 'Hungry', 'Content']","""The person feels comfortable and relaxed, enjoying a sense of contentment and calm. Their alertness and mild hunger add a subtle, moderate arousal, giving the overall mood a gentle, slightly tense edge to an otherwise positive state."""
2,29,"Comfy , Awake , Relaxed , Content , Cozy",2022-02-22 15:08:59,2,True,2.0,0.0,-1.0,2.0,"['Comfy', 'Awake', 'Relaxed', 'Content', 'Cozy']","The individual feels comfortably relaxed and content, wrapped in a cozy, welcoming atmosphere. While they remain awake and alert, their mood stays pleasantly calm and easygoing."
2,30,"Studious , Focused , Content , Attentive , Comfy",2022-02-22 20:07:38,2,True,1.0,2.0,-1.0,-2.0,"['Studious', 'Focused', 'Content', 'Attentive', 'Comfy']","The individual feels highly engaged and alert, yet remains at ease and satisfied. Their mood is positive, with a blend of focused energy and calm contentment. They are comfortably immersed in their activity, enjoying a relaxed yet attentive state."
2,31,"Sleepy , Comfy , Cozy , Waking , Content",2022-02-23 11:03:27,2,True,0.0,0.0,0.0,1.0,"['Sleepy', 'Comfy', 'Cozy', 'Waking', 'Content']","The person feels relaxed, cozy, and content, with a gentle, low‑energy buzz as they slowly wake. Overall, the mood is positive and tranquil, tinged with a mild drowsiness that keeps the arousal level low."
2,32,"Impatient , Waiting , Calm , Massaged , Fine",2022-02-23 16:13:47,2,True,0.0,1.0,1.0,-1.0,"['Impatient', 'Waiting', 'Calm', 'Massaged', 'Fine']","The person reports feeling fine and calm, yet their impatience while waiting for a message brings a subtle sense of restlessness. They are in a neutral‑positive mood overall, with a moderate level of arousal that shifts between calm and mild agitation."
2,33,"Annoyed , Content , Comfy , Hungry , Relaxed",2022-02-23 20:01:13,2,True,1.0,0.0,-2.0,0.0,"['Annoyed', 'Content', 'Comfy', 'Hungry', 'Relaxed']","The individual feels a blend of annoyance and contentment—an irritation that slightly spikes arousal but is countered by a comforting sense of ease. Hunger adds a mild negative drive, yet the overall valence leans toward the positive as the person remains relaxed and at ease. Thus, their emotional state is a complex mix of low‑to‑moderate arousal with both positive and negative elements, but largely calm and content."
2,60,"Sleepy , Awake , Tired , Comfy , Cozy",2022-05-12 10:02:00,3,True,-1.0,0.0,2.0,0.0,"['Sleepy', 'Awake', 'Tired', 'Comfy', 'Cozy']","They feel a blend of comfort and fatigue—sleepy and tired yet wrapped in a cozy, comfy atmosphere that keeps the mood gently positive. Despite being awake enough to stay alert, their arousal level is low, creating a relaxed, almost drowsy state."
2,61,"Productive , Tired , Busy , Studious , Calm",2022-05-12 17:35:00,3,True,1.0,0.0,1.0,0.0,"['Productive', 'Tired', 'Busy', 'Studious', 'Calm']","The person feels highly engaged and productive, working hard on studies while staying busy. However, they also experience a tinge of fatigue and a calm, relaxed demeanor that tempers the intensity of their activities."
2,62,"Studious , Attentive , Comfy , Calm , Alert",2022-05-12 20:01:00,3,True,2.0,0.0,0.0,0.0,"['Studious', 'Attentive', 'Comfy', 'Calm', 'Alert']","The person feels calm and relaxed, yet remains alert and attentive, ready for focused work. Their studious mindset adds a sense of purpose, while comfort keeps the mood positive and grounded."
2,63,"Awake , Content , Refreshed , Happy , Relaxed",2022-05-13 10:20:00,3,True,2.0,0.0,-2.0,2.0,"['Awake', 'Content', 'Refreshed', 'Happy', 'Relaxed']","They feel alert and refreshed, indicating a high level of arousal, yet their mood remains very positive and content.  
The person is genuinely happy and relaxed, suggesting a pleasant and calm state.  
Overall, the emotional profile is uplifting and composed, with a mix of energetic alertness and soothing ease."
2,64,"Productive , Content , Happy , Active , Good",2022-05-13 15:45:00,3,True,0.0,2.0,2.0,-2.0,"['Productive', 'Content', 'Happy', 'Active', 'Good']","They feel highly energized and engaged, savoring the satisfaction that comes from a productive day.  
Their mood is upbeat and positive, with a calm sense of contentment that keeps them motivated and cheerful."
2,65,"Clean , Refreshed , Relaxed , Comfy , Content",2022-05-13 20:00:00,3,True,2.0,0.0,-2.0,0.0,"['Clean', 'Refreshed', 'Relaxed', 'Comfy', 'Content']","The person feels refreshed and content, with a strong sense of cleanliness and comfort. Their emotions are positive and soothing, leaving them relaxed and at ease. The overall arousal level is low, reflecting calm contentment rather than excitement."
2,66,"Sleepy , Comfy , Recharged , Cozy , Awake",2022-05-14 12:39:00,3,True,0.0,0.0,2.0,0.0,"['Sleepy', 'Comfy', 'Recharged', 'Cozy', 'Awake']","The person feels a gentle, contented comfort, surrounded by coziness that brings a soothing, positive mood. Though they are sleepy, they still feel recharged and aware, so the arousal stays low but with a subtle, calm alertness. Overall, the emotional state is warm, relaxed, and pleasantly awake."
2,67,"Relaxed , Content , Comfy , Happy , Calm",2022-05-14 15:09:00,3,True,2.0,0.0,0.0,0.0,"['Relaxed', 'Content', 'Comfy', 'Happy', 'Calm']","The person feels at ease, calm, and content, with a gentle sense of comfort that keeps them relaxed.  
Their mood is distinctly positive, marked by a pleasant happiness that stays soothing rather than intense.  
Overall, they are in a tranquil, low‑arousal state, enjoying peace and mild joy without agitation."
2,68,"Relaxed , Comfy , Content , Neutral , Peaceful",2022-05-14 20:00:00,3,True,2.0,0.0,-2.0,0.0,"['Relaxed', 'Comfy', 'Content', 'Neutral', 'Peaceful']","The person feels pleasantly calm and at ease, enjoying a state of comfort and contentment. Their mood is tranquil and peaceful, with no signs of tension or excitement."
2,69,"Awake , Sleepy , Comfy , Relaxed , Cozy",2022-05-15 11:51:00,3,True,0.0,0.0,-1.0,0.0,"['Awake', 'Sleepy', 'Comfy', 'Relaxed', 'Cozy']","The person feels warmly relaxed and cozy, enjoying a positive, content mood. At the same time, they are still awake but carry a sleepy undertone that keeps their energy low, resulting in a gentle, low‑arousal sense of calm."
2,70,"Hurting , Active , Worked , Attentive , Not relaxed",2022-05-15 16:33:00,3,True,-1.0,0.0,2.0,0.0,"['Hurting', 'Active', 'Worked', 'Attentive', 'Not relaxed']","The person is feeling hurt and uncomfortable, a clear sign of negative mood. Yet they remain highly active, attentive, and have been working steadily, reflecting a high level of arousal. The tension keeps them engaged, but the underlying pain prevents any sense of relaxation."
2,71,"Hurting , Content , Pleased , Comfy , Relaxed",2022-05-15 20:17:00,3,True,1.0,0.0,-1.0,0.0,"['Hurting', 'Content', 'Pleased', 'Comfy', 'Relaxed']","They feel a mix of hurt and gentle contentment, with pockets of pleasure, comfort, and relaxation. The pain is present but does not dominate the mood, leaving the overall tone calm and positive. The person’s arousal level is low, enjoying a relaxed and cozy sense of well‑being despite the underlying hurt."
2,72,"Sleepy , Tired , Comfy , Cozy , Awake",2022-05-16 10:55:00,3,True,0.0,0.0,2.0,0.0,"['Sleepy', 'Tired', 'Comfy', 'Cozy', 'Awake']","The person feels comfortably relaxed and content, enjoying a cozy environment. However, their energy is low, making them feel sleepy and slightly tired. They remain awake, indicating a calm yet mildly fatigued emotional state."
2,73,"Relaxed , Content , Peaceful , Chilling , Comfy",2022-05-16 15:23:00,3,True,2.0,0.0,0.0,0.0,"['Relaxed', 'Content', 'Peaceful', 'Chilling', 'Comfy']","The person feels relaxed, content, and at peace, enjoying a gentle, low‑energy state. Their mood is calm and comfortable, free of tension or agitation. Overall, the emotional profile is positive and low‑arousal, allowing them to unwind and savor a restful, easygoing ambience."
2,74,"Relaxed , Comfy , Content , Calm , Peaceful",2022-05-16 20:28:00,3,True,2.0,0.0,0.0,0.0,"['Relaxed', 'Comfy', 'Content', 'Calm', 'Peaceful']","The person feels deeply relaxed and at ease, experiencing comfort, contentment, and a calm, peaceful demeanor. Their overall mood is distinctly positive yet low in arousal, reflecting a serene and tranquil emotional state."
2,75,"Content , Calm , Relaxed , Refreshed , Comfy",2022-05-17 15:22:00,3,True,2.0,0.0,0.0,0.0,"['Content', 'Calm', 'Relaxed', 'Refreshed', 'Comfy']","The person feels content, calm, relaxed, refreshed, and comfy—an unmistakably positive mood.  
Their arousal level is low, with gentle, soothing energy that promotes serenity and a sense of easy, cozy comfort."
2,76,"Attentive , Sleepy , Relaxed , Calm , Comfy",2022-05-17 20:00:00,3,True,2.0,0.0,0.0,0.0,"['Attentive', 'Sleepy', 'Relaxed', 'Calm', 'Comfy']","The person feels a pleasant, relaxed contentment, feeling both calm and comfortable. Though they are attentive and somewhat alert, the overall tone is gentle and low‑energy, with a hint of sleepy ease balancing the heightened focus. This mix creates a soothing yet engaging emotional state that is positive and reassuring."
2,77,"Relaxed , Calm , Content , Peaceful , Good",2022-05-18 15:04:00,3,True,2.0,0.0,0.0,0.0,"['Relaxed', 'Calm', 'Content', 'Peaceful', 'Good']","The person is in a deeply relaxed, content state, feeling calm and peaceful. Their emotions are overwhelmingly positive, and the arousal level is low, suggesting a tranquil, grounded sense of well‑being. Overall, they experience a soothing, satisfying calm that feels both pleasant and restorative."
2,78,"Clean , Refreshed , Calm , Comfy , Content",2022-05-18 20:32:00,3,True,2.0,0.0,-2.0,0.0,"['Clean', 'Refreshed', 'Calm', 'Comfy', 'Content']","The person feels refreshed and uplifted, carrying a sense of cleanliness and renewal. Their mood is calm, comfortable, and content, indicating a relaxed, low‑arousal positive state."
2,79,"Sleepy , Tired , Awake , Comfy , Content",2022-05-19 10:00:00,3,True,0.0,0.0,0.0,2.0,"['Sleepy', 'Tired', 'Awake', 'Comfy', 'Content']","The person feels relaxed and content, wrapped in comfort and ease.  
However, their body is sleepy and tired, indicating low arousal and a drained energy level, even though they are awake.  
Overall, they are in a calm yet slightly lethargic emotional state."
2,80,"Worked , Busy , Calm , Attentive , Fine",2022-05-19 15:09:00,3,True,0.0,2.0,1.0,-2.0,"['Worked', 'Busy', 'Calm', 'Attentive', 'Fine']","They feel positive and content after a productive day, describing themselves as “fine.” Although the day was busy, their energy remains balanced—calm yet attentive—so they’re engaged but not overwhelmed."
2,81,"Headache , Tired , Hungry , Sleepy , Comfy",2022-05-19 20:21:00,3,True,1.0,0.0,-2.0,0.0,"['Headache', 'Tired', 'Hungry', 'Sleepy', 'Comfy']","The person is grappling with a headache, fatigue, hunger, and drowsiness—feelings that carry a negative valence and low arousal. The sense of being comfy injects a mild positive undertone, offering quiet comfort that softens the discomfort. Overall, they feel more at ease and relaxed, though still low‑energy and somewhat unhappy."
2,82,"Tired , Hungry , Sleepy , Awake , Ready",2022-05-20 11:08:00,3,True,-1.0,0.0,0.0,0.0,"['Tired', 'Hungry', 'Sleepy', 'Awake', 'Ready']","They feel drained, hungry, and sleepy, giving them a low‑energy, somewhat negative emotional tone. Yet being awake and ready injects a burst of alertness and anticipation, adding a hopeful, slightly positive edge to the mix."
2,83,"Busy , Annoyed , Sore , Worked , Neutral",2022-05-20 15:51:00,3,True,-1.0,0.0,3.0,0.0,"['Busy', 'Annoyed', 'Sore', 'Worked', 'Neutral']","""The person feels overwhelmed and on edge, with irritation and physical discomfort pressing on them. Their mood is predominantly negative, tinged with annoyance and soreness, yet they are still actively engaged and working. Overall, the emotional state is high‑energy but unbalanced, lacking the calm and neutral calmness they might desire."""
2,84,"Comfy , Cozy , Relaxed , Tired , Hungry",2022-05-20 20:00:00,3,True,2.0,0.0,-1.0,0.0,"['Comfy', 'Cozy', 'Relaxed', 'Tired', 'Hungry']","The person feels comfortably relaxed and cozy, wrapped in a calm, content atmosphere. A subtle hint of fatigue and hunger lingers, but their overall mood stays gently positive and low‑energy."
2,49,"Relaxed , Awake , Sore , Content , Comfy",2022-05-21 15:08:00,3,True,1.0,0.0,-1.0,2.0,"['Relaxed', 'Awake', 'Sore', 'Content', 'Comfy']","The person feels relaxed, content, and comfortably at ease, yet remains alert and awake. However, they are also experiencing some soreness, adding a mild physical discomfort to the mix. Overall, their mood is positive but tinged with a touch of unease from the soreness, and their energy level is moderately high due to wakefulness."
2,50,"Active , Chill , Moving , Calm , Awake",2022-05-21 21:00:00,3,True,0.0,2.0,0.0,0.0,"['Active', 'Chill', 'Moving', 'Calm', 'Awake']","The person feels lively and on the move, with a high level of energy and alertness. At the same time they maintain a relaxed, calm, and awake state, resulting in a positive and balanced emotional experience."
2,51,"Working , Awake , Fine , Attentive , Calm",2022-05-22 10:20:00,3,True,0.0,2.0,-1.0,-2.0,"['Working', 'Awake', 'Fine', 'Attentive', 'Calm']","The person feels alert and engaged, staying focused and attentive while working.  
Their mood remains positive, with a sense of being fine and composed, yet the activity keeps them somewhat aroused.  
Overall, they are calm and at ease, balancing a moderate level of alertness with a soothing, relaxed disposition."
2,52,"Tired , Content , Calm , Relaxed , Sleepy",2022-05-22 20:00:00,3,True,-1.0,0.0,-1.0,0.0,"['Tired', 'Content', 'Calm', 'Relaxed', 'Sleepy']","They feel calm, content, and relaxed—a gently positive mood with low arousal.  
However, fatigue and sleepiness dampen their energy, leaving them slightly drained and subdued."
2,53,"Tired , Sleepy , Comfy , Sore , Cozy",2022-05-23 10:14:00,3,True,-2.0,0.0,1.0,0.0,"['Tired', 'Sleepy', 'Comfy', 'Sore', 'Cozy']","The person feels relaxed and at ease in a cozy, comfy setting, but a sore area adds a subtle negative undertone. Their overall mood is low‑energy, with sleepiness and fatigue dampening arousal levels. While not in distress, the soreness introduces a mild discomfort that tempers the otherwise pleasant, calm state."
2,54,"Pained , Sore , Alert , Active , Fine",2022-05-23 15:02:00,3,True,-1.0,0.0,3.0,0.0,"['Pained', 'Sore', 'Alert', 'Active', 'Fine']","The person is experiencing physical discomfort—pain and soreness—which brings a mild negative undertone to their mood. At the same time, they remain alert and active, indicating a higher level of arousal and a sense of control. Overall, their emotional state is a mix of slight unease and energetic engagement, ending on a hopeful note that they feel fine."
2,55,"Relaxed , Content , Comfy , Chill , Fine",2022-05-23 20:01:00,3,True,2.0,0.0,0.0,0.0,"['Relaxed', 'Content', 'Comfy', 'Chill', 'Fine']","""The person is relaxed, content, and comfortably chilled—feeling at ease and low on arousal. Their overall mood is positively upbeat, but they remain calm and unexcited, enjoying a peaceful, low‑energy state."""
2,56,"Active , Awake , Rested , Refreshed , Fine",2022-05-24 11:53:00,3,True,2.0,0.0,0.0,0.0,"['Active', 'Awake', 'Rested', 'Refreshed', 'Fine']","The individual is vibrant and alert, carrying an unmistakable sense of energy and wakefulness. At the same time, they feel relaxed, content, and satisfied—rested and refreshed—so their high arousal is balanced by a genuinely positive, upbeat mood. Overall, they are enthusiastic and at ease, fully in the moment."
2,57,"Content , Refreshed , Calm , Productive , Relaxed",2022-05-24 15:34:00,3,True,2.0,0.0,0.0,0.0,"['Content', 'Refreshed', 'Calm', 'Productive', 'Relaxed']","The person feels content and refreshed, radiating a calm and relaxed vibe that keeps negative emotions at bay. Despite the low arousal, they maintain a productive mindset, balancing serenity with a gentle, steady drive toward their tasks."
2,58,"Warm , Comfy , Studious , Content , Relaxed",2022-05-24 20:00:00,3,True,2.0,0.0,0.0,0.0,"['Warm', 'Comfy', 'Studious', 'Content', 'Relaxed']","The person feels warmly content and at ease, wrapped in a cozy, relaxed atmosphere that fosters a gentle sense of satisfaction. Their mind remains engaged in studious pursuits, yet their overall energy stays low‑to‑moderate, reflecting a calm yet focused emotional state."
2,59,"Good , Relaxed , Tired , Content , Fine",2022-05-25 15:06:00,3,True,2.0,0.0,-1.0,2.0,"['Good', 'Relaxed', 'Tired', 'Content', 'Fine']","The person feels good and content, with a relaxed, calm disposition that reflects a positive emotional state. At the same time, a sense of tiredness brings a lower level of arousal, making them appear slightly drained. Overall, they are fine—comfortable and at ease, yet a bit low on energy."
2,100,"Productive , Accomplished , Hot , Relaxed , Content",2022-09-05 20:01:52,4,True,1.0,2.0,0.0,-2.0,"['Productive', 'Accomplished', 'Hot', 'Relaxed', 'Content']","The person feels energetic and driven, buoyed by a strong sense of productivity and accomplishment. At the same time, a pleasant warmth keeps them relaxed and content, so their high‑energy drive is tempered by calm satisfaction. Overall, the mood is upbeat and moderately intense, with a balance between excitement and ease."
2,101,"Rested , Sore , Comfy , Content , Relaxed",2022-09-06 11:51:38,4,True,1.0,0.0,1.0,0.0,"['Rested', 'Sore', 'Comfy', 'Content', 'Relaxed']","The individual feels largely calm and at ease, wrapped in a sense of rest and comfort.  A touch of soreness lingers, adding a faint hint of tension, but the overall mood remains positive and relaxed.  In short, they are content and comfy, with low arousal and a net pleasant valence."
2,102,"Hot , Relaxed , Productive , Calm , Content",2022-09-06 15:03:01,4,True,2.0,0.0,0.0,0.0,"['Hot', 'Relaxed', 'Productive', 'Calm', 'Content']","The person feels warm and energized, indicating a high-arousal, positive state, yet they are also relaxed and calm, reflecting a low‑arousal component.  
They are productive and content, enjoying a blend of enthusiasm and satisfaction.  
Overall, their mood is upbeat and balanced, combining excitement with a sense of ease."
2,103,"Relaxed , Content , Calm , Comfy , Hot",2022-09-06 20:00:44,4,True,2.0,0.0,0.0,0.0,"['Relaxed', 'Content', 'Calm', 'Comfy', 'Hot']","The person feels very content and relaxed, with a calm, comfy mood that exudes positivity. The arousal level is low, punctuated by a pleasant warmth that feels soothing and reassuring."
2,104,"Relaxed , Awake , Comfy , Calm , Content",2022-09-07 12:22:50,4,True,2.0,0.0,0.0,2.0,"['Relaxed', 'Awake', 'Comfy', 'Calm', 'Content']","They feel relaxed, calm, and content, enjoying a comfortable and peaceful state. While remaining awake and alert enough to stay engaged, their arousal level stays low, giving them a gentle, soothing sense of well‑being."
